cell_id,model_key,model_served,prompt_id,lang,gen,fk_tier,stance,n_tokens,n_sentences,translator,source_cell_id,mattr,hapax_rate,mean_token_len,zipf_slope,sent_len_mean,sent_len_sd,burstiness,dep_depth,subord_rate,func_word_ratio,first_person_rate,para_count,para_len_mean,question_rate,connective_rate,comma_per_1k,colon_per_1k,dash_per_1k,semicolon_per_1k,bigram_entropy,digit_rate
grok|P06|ru|0|google,grok,x-ai/grok-4.3,P06,ru,0,expert,against,273,10,google,grok|P06|en|0,0.9420535714285716,0.7142857142857143,7.677655677655678,-0.2978049472712061,27.3,7.832269431297958,-0.5541267582150274,6.6,1.5,0.2564102564102564,0.0,3,91.0,0.0,58.608058608058606,124.54212454212454,3.663003663003663,0.0,3.663003663003663,7.887781603321444,0.0
grok|P06|tr|0|google,grok,x-ai/grok-4.3,P06,tr,0,expert,against,259,10,google,grok|P06|en|0,0.931047619047619,0.7142857142857143,7.420849420849421,-0.3093939073432953,25.9,7.908504564356301,-0.5321588655717062,6.6,1.8,0.1737451737451737,0.0,3,86.33333333333333,0.0,42.47104247104247,73.35907335907336,0.0,0.0,7.722007722007722,7.670273641854088,0.0
grok|P06|es|1|google,grok,x-ai/grok-4.3,P06,es,1,expert,against,383,10,google,grok|P06|en|1,0.8410778443113774,0.5404699738903395,6.151436031331593,-0.4772284900926516,38.3,10.349986580774983,-0.5745122534169419,8.5,3.2,0.433420365535248,0.0,3,127.66666666666669,0.0,78.3289817232376,49.60835509138381,0.0,0.0,0.0,7.273435392426109,0.0
grok|P06|hi|0|google,grok,x-ai/grok-4.3,P06,hi,0,expert,against,356,11,google,grok|P06|en|0,0.8645602605863194,0.4775280898876404,4.896067415730337,-0.5243994031175025,32.36363636363637,7.775252115175781,-0.6125825896110674,6.545454545454546,1.181818181818182,0.3960674157303371,0.0,3,118.66666666666669,0.0,44.943820224719104,53.37078651685393,0.0,0.0,2.808988764044944,7.965726095340802,0.0
gemini|P01|zh|0|llm,gemini,google/gemini-3.5-flash,P01,zh,0,general,for,402,17,llm,gemini|P01|en|0,0.8967138810198301,0.4701492537313433,1.63681592039801,-0.4731179588731439,23.647058823529413,9.198785086022149,-0.4398813371120512,5.470588235294118,2.764705882352941,0.2835820895522388,0.0,5,80.4,0.0,129.35323383084577,77.11442786069652,0.0,14.92537313432836,0.0,9.116048717422814,2.8011204481792715
gemini|P01|es|0|llm,gemini,google/gemini-3.5-flash,P01,es,0,general,for,419,17,llm,gemini|P01|en|0,0.8256216216216217,0.4081145584725537,5.517899761336516,-0.6032998408918713,24.647058823529413,8.276028459280667,-0.4972507658112745,5.470588235294118,1.4705882352941178,0.431980906921241,0.0,5,83.8,0.0,59.665871121718375,54.89260143198091,0.0,7.159904534606206,0.0,7.329436131953944,0.8521516829995739
gemini|P01|ru|0|llm,gemini,google/gemini-3.5-flash,P01,ru,0,general,for,332,17,llm,gemini|P01|en|0,0.9354063604240284,0.6596385542168675,6.930722891566265,-0.3440034222771468,19.529411764705884,7.246703104333235,-0.4587188515005583,6.117647058823529,1.0,0.2379518072289156,0.0,5,66.4,0.0,66.26506024096386,81.32530120481928,6.024096385542169,21.08433734939759,0.0,8.041031564377544,0.8481764206955047
gemini|P01|ja|0|llm,gemini,google/gemini-3.5-flash,P01,ja,0,general,for,542,17,llm,gemini|P01|en|0,0.7817849898580123,0.3173431734317343,1.7509225092250922,-0.6965427632230871,31.88235294117647,13.45307749615853,-0.4065093298384329,6.647058823529412,3.941176470588236,0.4483394833948339,0.0,5,108.4,0.0,42.43542435424354,71.95571955719558,0.0,0.0,0.0,9.192185229651686,1.98019801980198
gemini|P01|es|1|llm,gemini,google/gemini-3.5-flash,P01,es,1,general,for,454,21,llm,gemini|P01|en|1,0.8312592592592594,0.4074889867841409,5.669603524229075,-0.6186772413128108,21.61904761904762,7.736124291117552,-0.4729293826115411,5.190476190476191,1.238095238095238,0.4361233480176211,0.0,5,90.8,0.0,46.25550660792952,55.06607929515418,0.0,8.810572687224669,2.202643171806167,7.402832329490785,2.668699961875715
gemini|P01|tr|0|llm,gemini,google/gemini-3.5-flash,P01,tr,0,general,for,348,17,llm,gemini|P01|en|0,0.9106354515050168,0.5545977011494253,6.204022988505747,-0.4069307289130767,20.47058823529412,8.07865743068444,-0.4340545788702515,5.588235294117647,1.1764705882352942,0.2097701149425287,0.0,5,69.6,0.0,48.85057471264368,71.83908045977012,0.0,2.8735632183908044,8.620689655172415,7.774951687516482,0.9062075215224288
gemini|P01|hi|0|llm,gemini,google/gemini-3.5-flash,P01,hi,0,general,for,424,17,llm,gemini|P01|en|0,0.8586133333333333,0.4150943396226415,4.547169811320755,-0.5582996866035995,24.94117647058824,11.409812598347608,-0.3722419724695747,5.470588235294118,0.8823529411764706,0.3773584905660377,0.0,5,84.8,0.0,58.9622641509434,63.67924528301887,0.0,7.075471698113208,0.0,7.937803508566832,1.0085728693898135
gemini|P01|ru|1|llm,gemini,google/gemini-3.5-flash,P01,ru,1,general,for,355,21,llm,gemini|P01|en|1,0.9417647058823532,0.6676056338028169,7.208450704225352,-0.3516165097960166,16.904761904761905,5.318879223151828,-0.5213314332662513,5.571428571428571,1.1428571428571428,0.228169014084507,0.0,5,71.0,0.0,45.070422535211264,87.32394366197182,0.0,22.535211267605632,0.0,8.107707212971373,2.668699961875715
gemini|P01|tr|1|llm,gemini,google/gemini-3.5-flash,P01,tr,1,general,for,363,21,llm,gemini|P01|en|1,0.9296178343949044,0.581267217630854,6.512396694214876,-0.4148641537753297,17.285714285714285,5.684565569529981,-0.5050503863815872,5.619047619047619,1.1428571428571428,0.1900826446280991,0.0,5,72.6,0.0,30.303030303030305,74.3801652892562,0.0,11.019283746556471,5.509641873278237,7.785840634811722,2.894954507857733
gemini|P02|es|0|llm,gemini,google/gemini-3.5-flash,P02,es,0,educated,for,419,16,llm,gemini|P02|en|0,0.8021081081081081,0.4367541766109785,5.684964200477327,-0.6004899045164941,26.1875,9.63478939399646,-0.4620785239029878,5.5625,1.5,0.4439140811455847,2.386634844868735,4,104.75,0.0,62.05250596658711,64.43914081145584,0.0,4.77326968973747,0.0,7.312528066791036,0.0
gemini|P01|hi|1|llm,gemini,google/gemini-3.5-flash,P01,hi,1,general,for,463,22,llm,gemini|P01|en|1,0.8679710144927537,0.4103671706263499,4.58963282937365,-0.5854077510326018,21.045454545454547,8.476731584459799,-0.4257382195778201,5.090909090909091,0.6818181818181818,0.3801295896328294,0.0,5,92.6,0.0,38.8768898488121,62.634989200863934,0.0,8.639308855291576,2.159827213822894,8.05215416177468,3.1934306569343067
gemini|P02|zh|0|llm,gemini,google/gemini-3.5-flash,P02,zh,0,educated,for,377,16,llm,gemini|P02|en|0,0.8780487804878049,0.4694960212201591,1.6286472148541111,-0.5060362627559506,23.5625,9.128481071167682,-0.4415290840433854,5.1875,2.6875,0.2917771883289125,0.0,4,94.25,0.0,132.6259946949602,100.79575596816976,0.0,10.610079575596815,0.0,8.978144025443441,0.0
gemini|P01|ja|1|llm,gemini,google/gemini-3.5-flash,P01,ja,1,general,for,587,21,llm,gemini|P01|en|1,0.7788475836431227,0.3287904599659284,1.7802385008517887,-0.6983236818270032,27.95238095238096,9.942213991240534,-0.4752700744772557,6.238095238095238,3.095238095238096,0.4497444633730835,0.0,5,117.4,0.0,47.70017035775128,73.25383304940375,0.0,6.814310051107325,0.0,9.279934012337344,7.155635062611807
gemini|P02|ru|0|llm,gemini,google/gemini-3.5-flash,P02,ru,0,educated,for,308,16,llm,gemini|P02|en|0,0.9306563706563706,0.6655844155844156,7.444805194805195,-0.3466968717691616,19.25,7.1507575356274895,-0.4582914883425119,5.9375,1.5625,0.2305194805194805,0.0,4,77.0,0.0,68.18181818181819,107.14285714285714,0.0,16.233766233766232,0.0,7.980074812113064,0.0
gemini|P02|ja|0|llm,gemini,google/gemini-3.5-flash,P02,ja,0,educated,for,511,16,llm,gemini|P02|en|0,0.7878787878787878,0.3287671232876712,1.7064579256360075,-0.7188865278627327,31.9375,11.275157057294884,-0.4781548821519882,6.5625,4.1875,0.4344422700587084,1.9569471624266144,4,127.75,0.0,39.13894324853229,84.14872798434442,0.0,0.0,0.0,9.065418331920176,0.0
gemini|P01|zh|1|llm,gemini,google/gemini-3.5-flash,P01,zh,1,general,for,433,21,llm,gemini|P01|en|1,0.8866666666666667,0.4688221709006928,1.6789838337182448,-0.5076860132802495,20.61904761904762,7.612333351057286,-0.4607183149050891,5.380952380952381,2.238095238095238,0.2933025404157043,0.0,5,86.6,0.0,115.47344110854505,87.75981524249423,0.0,9.237875288683602,0.0,9.164190955775563,8.827238335435057
gemini|P02|tr|0|llm,gemini,google/gemini-3.5-flash,P02,tr,0,educated,for,335,16,llm,gemini|P02|en|0,0.8982517482517481,0.6059701492537314,6.659701492537313,-0.4140461501227177,20.9375,7.1130748156710215,-0.4928392831581363,5.9375,1.0625,0.1880597014925373,0.0,4,83.75,0.0,50.74626865671642,86.56716417910448,0.0,0.0,8.955223880597014,7.66662901299141,0.0
gemini|P02|zh|1|llm,gemini,google/gemini-3.5-flash,P02,zh,1,educated,for,379,16,llm,gemini|P02|en|1,0.860909090909091,0.4643799472295514,1.641160949868074,-0.5218430678883854,23.6875,6.311035308621452,-0.5792437701578258,5.375,2.8125,0.2823218997361477,2.638522427440633,4,94.75,0.0,129.28759894459102,94.9868073878628,0.0,10.554089709762533,0.0,9.015482897585974,0.0
gemini|P02|ru|1|llm,gemini,google/gemini-3.5-flash,P02,ru,1,educated,for,317,16,llm,gemini|P02|en|1,0.9277611940298508,0.7034700315457413,7.646687697160884,-0.3166712134678459,19.8125,5.528336096873995,-0.5636816342018042,6.125,1.375,0.22397476340694,0.0,4,79.25,0.0,63.09148264984227,94.6372239747634,3.154574132492113,9.46372239747634,0.0,7.9537164503631,0.0
gemini|P02|ja|1|llm,gemini,google/gemini-3.5-flash,P02,ja,1,educated,for,537,16,llm,gemini|P02|en|1,0.7745081967213115,0.3184357541899441,1.713221601489758,-0.7166441108724215,33.5625,9.65379890682074,-0.5532334257667262,6.6875,4.0,0.4469273743016759,0.0,4,134.25,0.0,54.00372439478585,81.93668528864059,0.0,0.0,0.0,9.144063372426569,0.0
gemini|P02|es|1|llm,gemini,google/gemini-3.5-flash,P02,es,1,educated,for,422,16,llm,gemini|P02|en|1,0.8108310991957105,0.433649289099526,5.734597156398104,-0.5988691351293663,26.375,6.238322424070967,-0.6174371722724799,5.875,1.3125,0.4360189573459715,2.3696682464454977,4,105.5,0.0,63.98104265402844,59.24170616113744,0.0,4.739336492890995,0.0,7.338405703528934,0.0
gemini|P02|tr|1|llm,gemini,google/gemini-3.5-flash,P02,tr,1,educated,for,330,16,llm,gemini|P02|en|1,0.890320284697509,0.5909090909090909,6.736363636363636,-0.4094661905222441,20.625,4.349329450233296,-0.6516959977724114,5.625,1.0,0.1909090909090909,0.0,4,82.5,0.0,45.45454545454545,81.81818181818181,0.0,0.0,9.090909090909092,7.688735978055727,0.0
gemini|P03|zh|0|llm,gemini,google/gemini-3.5-flash,P03,zh,0,general,against,413,17,llm,gemini|P03|en|0,0.8835714285714286,0.4164648910411622,1.6900726392251817,-0.5580021209958417,24.294117647058822,5.205342278399579,-0.6470889777946541,5.705882352941177,3.5294117647058822,0.3123486682808716,2.4213075060532687,5,82.6,0.0,125.90799031476998,77.4818401937046,0.0,0.0,0.0,9.014414531537856,0.0
gemini|P03|es|0|llm,gemini,google/gemini-3.5-flash,P03,es,0,general,against,459,17,llm,gemini|P03|en|0,0.8207317073170731,0.3877995642701525,5.344226579520697,-0.6229393044375949,27.0,6.123724356957945,-0.6302514601941736,6.411764705882353,2.0588235294117645,0.457516339869281,2.178649237472767,5,91.8,0.0,84.9673202614379,47.93028322440088,0.0,0.0,0.0,7.31603101898535,0.0
gemini|P03|ru|0|llm,gemini,google/gemini-3.5-flash,P03,ru,0,general,against,354,17,llm,gemini|P03|en|0,0.9461639344262296,0.6242937853107344,6.9124293785310735,-0.3699446410070038,20.823529411764707,3.95656565277336,-0.680665821299817,6.823529411764706,1.8235294117647056,0.2627118644067797,2.824858757062147,5,70.8,0.0,70.62146892655367,81.92090395480226,0.0,0.0,0.0,7.91838758552962,0.0
gemini|P03|ja|0|llm,gemini,google/gemini-3.5-flash,P03,ja,0,general,against,602,17,llm,gemini|P03|en|0,0.7780470162748644,0.2840531561461794,1.6129568106312293,-0.7624785710144243,35.411764705882355,8.254232425924076,-0.6219377562358849,7.529411764705882,4.470588235294118,0.4667774086378737,0.0,5,120.4,0.0,51.49501661129568,56.478405315614616,0.0,0.0,0.0,9.14420857308098,0.0
gemini|P02|hi|1|llm,gemini,google/gemini-3.5-flash,P02,hi,1,educated,for,456,16,llm,gemini|P02|en|1,0.8411302211302212,0.4100877192982456,4.449561403508772,-0.6059365892418135,28.5,7.509993342207434,-0.5828939333123982,5.625,1.3125,0.4057017543859649,2.192982456140351,4,114.0,0.0,57.01754385964912,67.98245614035088,0.0,2.192982456140351,0.0,7.896494924449538,0.0
gemini|P02|hi|0|llm,gemini,google/gemini-3.5-flash,P02,hi,0,educated,for,445,16,llm,gemini|P02|en|0,0.8517171717171717,0.3910112359550561,4.384269662921349,-0.6160841765701569,27.8125,10.22558066810878,-0.4623503347958389,5.875,1.1875,0.4044943820224719,2.247191011235955,4,111.25,0.0,60.674157303370784,71.91011235955057,0.0,0.0,0.0,7.879351222505247,0.0
gemini|P03|es|1|llm,gemini,google/gemini-3.5-flash,P03,es,1,general,against,453,15,llm,gemini|P03|en|1,0.8136633663366337,0.4326710816777042,5.362030905077263,-0.5917365448775054,30.2,7.4565407529228995,-0.6039710178453328,6.533333333333333,2.2,0.4547461368653421,0.0,5,90.6,0.0,66.2251655629139,52.980132450331126,0.0,0.0,2.207505518763797,7.290448700392609,0.0
gemini|P03|tr|0|llm,gemini,google/gemini-3.5-flash,P03,tr,0,general,against,345,17,llm,gemini|P03|en|0,0.9342567567567568,0.5884057971014492,6.834782608695652,-0.4151952024923376,20.294117647058822,5.698296959205805,-0.5615415462146086,6.352941176470588,1.3529411764705883,0.1971014492753623,2.898550724637681,5,69.0,0.0,57.971014492753625,78.26086956521739,0.0,0.0,5.797101449275362,7.610701746089019,0.0
gemini|P03|hi|0|llm,gemini,google/gemini-3.5-flash,P03,hi,0,general,against,493,17,llm,gemini|P03|en|0,0.8252702702702704,0.3610547667342799,4.446247464503043,-0.6458160756329793,29.0,6.782329983125268,-0.6209117748160182,6.294117647058823,1.2352941176470589,0.4178498985801217,2.028397565922921,5,98.6,0.0,81.13590263691684,42.59634888438134,0.0,0.0,0.0,7.962693012809559,0.0
gemini|P03|zh|1|llm,gemini,google/gemini-3.5-flash,P03,zh,1,general,against,385,15,llm,gemini|P03|en|1,0.8573809523809525,0.4571428571428571,1.7012987012987013,-0.5037870312842255,25.666666666666668,7.705903735510351,-0.538189378723572,5.4,3.2666666666666666,0.3220779220779221,0.0,5,77.0,0.0,127.27272727272728,88.31168831168831,0.0,0.0,0.0,8.9881745719595,0.0
gemini|P03|ja|1|llm,gemini,google/gemini-3.5-flash,P03,ja,1,general,against,565,15,llm,gemini|P03|en|1,0.7719767441860466,0.3097345132743362,1.607079646017699,-0.7200861447289446,37.66666666666666,10.58750386518173,-0.5611776661586655,7.466666666666667,4.666666666666667,0.4743362831858407,0.0,5,113.0,0.0,67.2566371681416,60.17699115044248,0.0,0.0,0.0,9.11143530325426,0.0
gemini|P03|ru|1|llm,gemini,google/gemini-3.5-flash,P03,ru,1,general,against,336,15,llm,gemini|P03|en|1,0.9274564459930312,0.6488095238095238,7.119047619047619,-0.3477380256155867,22.4,6.138869137366775,-0.5697889003367008,6.933333333333334,1.7333333333333334,0.2410714285714285,0.0,5,67.2,0.0,41.66666666666666,92.26190476190476,0.0,2.9761904761904763,2.9761904761904763,7.908402183952028,0.0
gemini|P03|tr|1|llm,gemini,google/gemini-3.5-flash,P03,tr,1,general,against,335,15,llm,gemini|P03|en|1,0.9284615384615386,0.6388059701492538,6.794029850746269,-0.3626128580881176,22.33333333333333,6.715298809080508,-0.5376512893166135,6.666666666666667,1.1333333333333333,0.1820895522388059,0.0,5,67.0,0.0,53.73134328358209,71.64179104477611,0.0,0.0,2.985074626865672,7.645201599287826,0.0
gemini|P05|es|1|llm,gemini,google/gemini-3.5-flash,P05,es,1,educated,against,433,17,llm,gemini|P05|en|1,0.8020833333333334,0.3856812933025404,5.688221709006928,-0.6359563905844102,25.47058823529412,9.881280579072378,-0.4409754895301734,5.941176470588236,1.588235294117647,0.4387990762124711,2.3094688221709005,6,72.16666666666667,0.0,60.046189376443415,46.18937644341801,2.3094688221709005,4.618937644341801,0.0,7.248037411839179,0.0
gemini|P05|ru|1|llm,gemini,google/gemini-3.5-flash,P05,ru,1,educated,against,315,17,llm,gemini|P05|en|1,0.9484962406015036,0.6031746031746031,7.628571428571429,-0.3877593350838497,18.529411764705884,6.9742172236282505,-0.4530804046107794,6.117647058823529,0.9411764705882352,0.1936507936507936,3.1746031746031744,6,52.5,0.0,47.61904761904762,76.19047619047619,3.1746031746031744,15.873015873015872,0.0,7.998991163715217,0.0
gemini|P05|zh|1|llm,gemini,google/gemini-3.5-flash,P05,zh,1,educated,against,395,17,llm,gemini|P05|en|1,0.8884393063583818,0.4506329113924051,1.6658227848101266,-0.5208716044696683,23.23529411764705,8.728755722930286,-0.4538391870576169,5.647058823529412,3.4705882352941178,0.2962025316455696,2.5316455696202533,6,65.83333333333333,0.0,139.2405063291139,73.41772151898734,2.5316455696202533,0.0,0.0,9.04579122655293,0.0
gemini|P05|ja|1|llm,gemini,google/gemini-3.5-flash,P05,ja,1,educated,against,515,17,llm,gemini|P05|en|1,0.8109442060085837,0.3398058252427184,1.8932038834951457,-0.6661981808079986,30.294117647058822,10.221085472458103,-0.4954444413221062,6.764705882352941,2.9411764705882355,0.4097087378640777,0.0,6,85.83333333333333,0.0,36.89320388349515,50.48543689320388,1.941747572815534,0.0,0.0,9.22179355494234,0.0
gemini|P05|es|0|llm,gemini,google/gemini-3.5-flash,P05,es,0,educated,against,425,17,llm,gemini|P05|en|0,0.8012234042553191,0.4094117647058823,5.7694117647058825,-0.6116062804991464,25.0,9.772410142846033,-0.4379216106849827,5.470588235294118,1.3529411764705883,0.4258823529411765,0.0,5,85.0,0.0,65.88235294117646,56.47058823529412,0.0,0.0,2.3529411764705883,7.260513603983098,0.0
gemini|P05|zh|0|llm,gemini,google/gemini-3.5-flash,P05,zh,0,educated,against,403,17,llm,gemini|P05|en|0,0.8975706214689266,0.4540942928039702,1.6674937965260546,-0.496022352720447,23.705882352941178,7.89592225362523,-0.500286622746565,5.647058823529412,3.3529411764705883,0.2704714640198511,0.0,5,80.6,0.0,116.62531017369729,86.848635235732,0.0,0.0,2.481389578163772,9.113749101053235,0.0
gemini|P03|hi|1|llm,gemini,google/gemini-3.5-flash,P03,hi,1,general,against,464,15,llm,gemini|P03|en|1,0.8520481927710843,0.4267241379310345,4.618534482758621,-0.591755561216049,30.933333333333334,10.395511852076678,-0.496936737262307,6.8,1.2666666666666666,0.4159482758620689,0.0,5,92.8,0.0,56.03448275862069,66.8103448275862,0.0,0.0,2.155172413793104,7.961189438450375,0.0
gemini|P05|hi|1|llm,gemini,google/gemini-3.5-flash,P05,hi,1,educated,against,405,17,llm,gemini|P05|en|1,0.8475842696629213,0.3753086419753086,4.720987654320988,-0.6105177816539434,23.823529411764707,8.553035236961549,-0.4716527012820034,5.470588235294118,0.8235294117647058,0.3382716049382716,2.469135802469136,6,67.5,0.0,66.66666666666667,66.66666666666667,2.469135802469136,4.938271604938271,0.0,8.060058176426613,0.0
gemini|P05|tr|1|llm,gemini,google/gemini-3.5-flash,P05,tr,1,educated,against,327,17,llm,gemini|P05|en|1,0.9362589928057552,0.5382262996941896,6.715596330275229,-0.4546203725362892,19.23529411764705,6.914924184008689,-0.4711383205874913,5.764705882352941,0.9411764705882352,0.2018348623853211,3.058103975535168,6,54.5,0.0,33.63914373088685,79.51070336391437,3.058103975535168,0.0,0.0,7.772028444800543,0.0
gemini|P05|ja|0|llm,gemini,google/gemini-3.5-flash,P05,ja,0,educated,against,571,18,llm,gemini|P05|en|0,0.7926053639846743,0.297723292469352,1.7933450087565674,-0.7165153759471327,31.72222222222222,11.431666831042085,-0.4701906557282881,6.666666666666667,3.555555555555556,0.4290718038528897,0.0,5,114.2,0.0,38.52889667250438,73.55516637478108,0.0,0.0,0.0,9.287467234953096,0.0
gemini|P05|ru|0|llm,gemini,google/gemini-3.5-flash,P05,ru,0,educated,against,319,17,llm,gemini|P05|en|0,0.9466666666666668,0.6426332288401254,7.74294670846395,-0.3590152287788057,18.764705882352946,7.215689604645438,-0.4445281167289039,6.117647058823529,1.3529411764705883,0.2225705329153605,0.0,5,63.8,0.0,72.10031347962382,90.9090909090909,0.0,0.0,3.134796238244514,7.978824786963773,0.0
gemini|P05|tr|0|llm,gemini,google/gemini-3.5-flash,P05,tr,0,educated,against,330,17,llm,gemini|P05|en|0,0.9445551601423487,0.6333333333333333,6.763636363636364,-0.3835652151721102,19.41176470588235,6.828788541255064,-0.4795240422760509,5.823529411764706,0.5882352941176471,0.203030303030303,0.0,5,66.0,0.0,42.42424242424242,78.78787878787878,0.0,0.0,3.0303030303030303,7.731841675513984,0.0
gemini|P04|zh|0|llm,gemini,google/gemini-3.5-flash,P04,zh,0,expert,for,408,14,llm,gemini|P04|en|0,0.8850139275766018,0.4632352941176471,1.7034313725490196,-0.489878439279317,29.142857142857142,10.530959068437165,-0.4691229594676995,6.0,2.571428571428572,0.3333333333333333,0.0,4,102.0,0.0,122.54901960784314,71.07843137254902,0.0,4.901960784313726,0.0,9.17746071462416,29.177718832891248
gemini|P05|hi|0|llm,gemini,google/gemini-3.5-flash,P05,hi,0,educated,against,438,18,llm,gemini|P05|en|0,0.8562467866323908,0.3835616438356164,4.67351598173516,-0.6137147019420246,24.33333333333333,10.023501795046188,-0.4165061038019449,5.333333333333333,0.8888888888888888,0.3698630136986301,0.0,5,87.6,0.0,73.05936073059361,66.21004566210046,0.0,4.566210045662101,2.2831050228310503,8.029747442702364,0.0
gemini|P04|es|0|llm,gemini,google/gemini-3.5-flash,P04,es,0,expert,for,469,14,llm,gemini|P04|en|0,0.7938095238095237,0.4456289978678038,5.588486140724947,-0.5443482799829593,33.5,10.8397416943394,-0.511059772559602,6.857142857142857,1.5,0.4307036247334754,0.0,4,117.25,0.0,68.23027718550107,44.776119402985074,0.0,4.264392324093817,0.0,7.451091015337039,7.501875468867217
gemini|P04|ru|0|llm,gemini,google/gemini-3.5-flash,P04,ru,0,expert,for,326,14,llm,gemini|P04|en|0,0.9483754512635378,0.7269938650306749,7.947852760736196,-0.2820376092224461,23.285714285714285,6.730282556973615,-0.5515536204080355,6.928571428571429,0.8571428571428571,0.2024539877300613,0.0,4,81.5,0.0,73.61963190184049,73.61963190184049,0.0,6.134969325153374,0.0,8.064032112584787,8.685800604229607
gemini|P04|ja|0|llm,gemini,google/gemini-3.5-flash,P04,ja,0,expert,for,540,14,llm,gemini|P04|en|0,0.8518533604887985,0.3555555555555555,1.857407407407408,-0.6634567582747649,38.57142857142857,12.245654084451507,-0.518049701224454,6.5,3.642857142857143,0.3518518518518518,0.0,4,135.0,0.0,35.18518518518518,64.81481481481481,0.0,0.0,0.0,9.283449824818032,22.3463687150838
gemini|P04|es|1|llm,gemini,google/gemini-3.5-flash,P04,es,1,expert,for,506,15,llm,gemini|P04|en|1,0.7847264770240701,0.3992094861660079,5.642292490118577,-0.6051057492605867,33.733333333333334,15.54471277438394,-0.3691019022789731,7.133333333333334,1.4666666666666666,0.4229249011857707,0.0,5,101.2,0.0,69.1699604743083,39.52569169960474,0.0,7.905138339920948,0.0,7.429982003353916,6.542699724517906
gemini|P04|zh|1|llm,gemini,google/gemini-3.5-flash,P04,zh,1,expert,for,449,15,llm,gemini|P04|en|1,0.8772999999999999,0.443207126948775,1.6815144766146994,-0.5091097049589407,29.933333333333334,13.588160112321876,-0.3755655407694473,6.2,2.6666666666666665,0.3518930957683742,0.0,5,89.8,0.0,100.22271714922049,66.815144766147,0.0,17.817371937639198,0.0,9.24459411684284,21.8978102189781
gemini|P04|tr|0|llm,gemini,google/gemini-3.5-flash,P04,tr,0,expert,for,331,14,llm,gemini|P04|en|0,0.93354609929078,0.6283987915407855,6.809667673716012,-0.3756455059821292,23.642857142857142,6.789212516441549,-0.5538119758235328,6.928571428571429,1.2857142857142858,0.1419939577039275,0.0,4,82.75,0.0,48.338368580060425,60.42296072507553,0.0,6.042296072507553,12.084592145015106,7.888366797812742,9.98697351280938
gemini|P04|ja|1|llm,gemini,google/gemini-3.5-flash,P04,ja,1,expert,for,608,15,llm,gemini|P04|en|1,0.8338461538461539,0.3157894736842105,1.8075657894736843,-0.7008858748446424,40.53333333333333,14.884635734621824,-0.462822763628532,7.466666666666667,4.733333333333333,0.3651315789473684,0.0,5,121.6,0.0,34.53947368421053,49.3421052631579,0.0,3.289473684210526,0.0,9.3883773769729,16.225448334756617
gemini|P04|ru|1|llm,gemini,google/gemini-3.5-flash,P04,ru,1,expert,for,398,15,llm,gemini|P04|en|1,0.9244699140401146,0.6180904522613065,7.7537688442211055,-0.3790943776371011,26.53333333333333,11.54411827151241,-0.3936506890580196,7.333333333333333,1.4,0.2236180904522613,0.0,5,79.6,0.0,55.27638190954774,65.32663316582915,0.0,15.075376884422113,0.0,8.088241745641295,6.026006977481764
gemini|P06|es|1|llm,gemini,google/gemini-3.5-flash,P06,es,1,expert,against,363,12,llm,gemini|P06|en|1,0.780764331210191,0.4490358126721763,5.975206611570248,-0.5744264559765119,30.25,6.824088350701639,-0.631867503462294,6.416666666666667,1.4166666666666667,0.4325068870523416,0.0,3,121.0,0.0,60.60606060606061,66.11570247933884,0.0,2.7548209366391183,2.7548209366391183,7.304665405777974,0.0
gemini|P04|hi|0|llm,gemini,google/gemini-3.5-flash,P04,hi,0,expert,for,415,14,llm,gemini|P04|en|0,0.855191256830601,0.4289156626506024,4.937349397590362,-0.5718464866388203,29.642857142857142,9.195376286751134,-0.5264781389494892,6.785714285714286,1.1428571428571428,0.3469879518072289,0.0,4,103.75,0.0,62.65060240963855,50.60240963855421,0.0,4.819277108433735,0.0,8.19304932773996,10.9628217349857
gemini|P06|zh|1|llm,gemini,google/gemini-3.5-flash,P06,zh,1,expert,against,326,12,llm,gemini|P06|en|1,0.8378339350180506,0.5030674846625767,1.6441717791411044,-0.4997682111857263,27.166666666666668,6.436166749257079,-0.6169271400662837,5.833333333333333,2.9166666666666665,0.3128834355828221,0.0,3,108.66666666666669,0.0,107.36196319018404,67.48466257668711,0.0,6.134969325153374,3.067484662576687,8.783723907056736,0.0
gemini|P04|tr|1|llm,gemini,google/gemini-3.5-flash,P04,tr,1,expert,for,386,15,llm,gemini|P04|en|1,0.8998219584569733,0.5906735751295337,6.927461139896373,-0.4105626739259425,25.73333333333333,9.617444468009062,-0.4558849866299772,7.2,1.933333333333333,0.155440414507772,0.0,5,77.2,0.0,44.04145077720207,51.81347150259067,0.0,10.362694300518134,0.0,7.903773854420614,6.600660066006601
gemini|P06|ja|1|llm,gemini,google/gemini-3.5-flash,P06,ja,1,expert,against,468,13,llm,gemini|P06|en|1,0.7881622911694511,0.358974358974359,1.6837606837606838,-0.6844368102803517,36.0,9.210501253098732,-0.592550358973627,6.846153846153846,3.5384615384615383,0.4444444444444444,0.0,3,156.0,0.0,79.05982905982906,70.51282051282051,0.0,0.0,0.0,9.004471576406688,0.0
